shana,hodesh,train_station_nm,station_status_nm,status_count
2020,1,באר יעקב,הקדמה ביציאה,5
2020,1,באר שבע מרכז,איחור,231
2020,1,באר שבע מרכז,בזמן,1790
2020,1,באר שבע מרכז,הקדמה ביציאה,2
2020,1,באר שבע צפון,איחור,287
2020,1,באר שבע צפון,בזמן,1862
2020,1,באר שבע צפון,הקדמה ביציאה,36
2020,1,בית יהושע,איחור,325
2020,1,בית יהושע,בזמן,861
2020,1,בית שאן,איחור,48
2020,1,בית שאן,בזמן,444
2020,1,בית שאן,הקדמה ביציאה,1
2020,1,בית שמש,איחור,107
2020,1,בית שמש,בזמן,698
2020,1,בית שמש,הקדמה ביציאה,6
2020,1,בני ברק,איחור,153
2020,1,בני ברק,בזמן,1259
2020,1,בני ברק,הקדמה ביציאה,14
2020,1,בנימינה,איחור,445
2020,1,בנימינה,בזמן,1691
2020,1,בנימינה,הקדמה ביציאה,4
2020,1,בת גלים,איחור,337
2020,1,בת גלים,בזמן,2824
2020,1,בת גלים,הקדמה ביציאה,65
2020,1,בת ים יוספטל,איחור,224
2020,1,בת ים יוספטל,בזמן,1041
2020,1,בת ים יוספטל,הקדמה ביציאה,9
2020,1,בת ים קוממיות,איחור,256
2020,1,בת ים קוממיות,בזמן,1020
2020,1,דימונה,איחור,7
2020,1,דימונה,בזמן,84
2020,1,הוד השרון,איחור,125
2020,1,הוד השרון,בזמן,1649
2020,1,הוד השרון,הקדמה ביציאה,4
2020,1,הרצליה,איחור,382
2020,1,הרצליה,בזמן,1163
2020,1,הרצליה,הקדמה ביציאה,1
2020,1,השלום,איחור,1054
2020,1,השלום,בזמן,1981
2020,1,השלום,הקדמה ביציאה,1
2020,1,חדרה מערב,איחור,330
2020,1,חדרה מערב,בזמן,1047
2020,1,חדרה מערב,הקדמה ביציאה,1
2020,1,חולון וולפסון,איחור,152
2020,1,חולון וולפסון,בזמן,1195
2020,1,חולון וולפסון,הקדמה ביציאה,2
2020,1,חוף הכרמל,איחור,354
2020,1,חוף הכרמל,בזמן,2701
2020,1,חוף הכרמל,הקדמה ביציאה,26
2020,1,חוצות מפרץ,איחור,153
2020,1,חוצות מפרץ,בזמן,470
2020,1,חוצות מפרץ,הקדמה ביציאה,771
2020,1,חיפה מרכז,איחור,412
2020,1,חיפה מרכז,בזמן,2593
2020,1,חיפה מרכז,הקדמה ביציאה,21
2020,1,יבנה מזרח,איחור,136
2020,1,יבנה מזרח,בזמן,414
2020,1,יבנה מזרח,הקדמה ביציאה,120
2020,1,יבנה מערב,איחור,199
2020,1,יבנה מערב,בזמן,787
2020,1,יבנה מערב,הקדמה ביציאה,1
2020,1,ירושלים/יצחק נבון,איחור,48
2020,1,ירושלים/יצחק נבון,בזמן,1011
2020,1,ירושלים/יצחק נבון,הקדמה ביציאה,5
2020,1,כפר ברוך,איחור,48
2020,1,כפר ברוך,בזמן,482
2020,1,כפר ברוך,הקדמה ביציאה,9
2020,1,כפר חבד,איחור,169
2020,1,כפר חבד,בזמן,334
2020,1,כפר יהושע,איחור,64
2020,1,כפר יהושע,בזמן,431
2020,1,כפר יהושע,הקדמה ביציאה,16
2020,1,כפר סבא,איחור,158
2020,1,כפר סבא,בזמן,1482
2020,1,כפר סבא,הקדמה ביציאה,42
2020,1,כרמיאל,איחור,84
2020,1,כרמיאל,בזמן,979
2020,1,כרמיאל,הקדמה ביציאה,1
2020,1,להבים רהט,איחור,137
2020,1,להבים רהט,בזמן,561
2020,1,להבים רהט,הקדמה ביציאה,5
2020,1,לוד,איחור,732
2020,1,לוד,בזמן,2468
2020,1,לוד,הקדמה ביציאה,9
2020,1,לוד גני אביב,איחור,165
2020,1,לוד גני אביב,בזמן,325
2020,1,לוד גני אביב,הקדמה ביציאה,17
2020,1,מודיעין מרכז,איחור,108
2020,1,מודיעין מרכז,בזמן,1066
2020,1,מזכרת בתיה,איחור,182
2020,1,מזכרת בתיה,בזמן,437
2020,1,מזכרת בתיה,הקדמה ביציאה,14
2020,1,מרכזית המפרץ,איחור,41
2020,1,מרכזית המפרץ,בזמן,472
2020,1,מרכזית המפרץ,הקדמה ביציאה,18
2020,1,מרכזית המפרץ/קו החוף,איחור,278
2020,1,מרכזית המפרץ/קו החוף,בזמן,2482
2020,1,מרכזית המפרץ/קו החוף,הקדמה ביציאה,19
2020,1,נהריה,איחור,133
2020,1,נהריה,בזמן,1594
2020,1,"נתבג""",איחור,380
2020,1,"נתבג""",בזמן,1631
2020,1,נתיבות,איחור,106
2020,1,נתיבות,בזמן,962
2020,1,נתיבות,הקדמה ביציאה,5
2020,1,נתניה,איחור,304
2020,1,נתניה,בזמן,1179
2020,1,נתניה,הקדמה ביציאה,1
2020,1,נתניה קריית ספיר,איחור,278
2020,1,נתניה קריית ספיר,בזמן,514
2020,1,נתניה קריית ספיר,הקדמה ביציאה,39
2020,1,סגולה,איחור,127
2020,1,סגולה,בזמן,1577
2020,1,סגולה,הקדמה ביציאה,5
2020,1,עכו,איחור,158
2020,1,עכו,בזמן,1519
2020,1,עפולה,איחור,48
2020,1,עפולה,בזמן,537
2020,1,עפולה,הקדמה ביציאה,4
2020,1,עתלית,איחור,94
2020,1,עתלית,בזמן,1108
2020,1,עתלית,הקדמה ביציאה,3
2020,1,פאתי מודיעין,איחור,153
2020,1,פאתי מודיעין,בזמן,993
2020,1,פאתי מודיעין,הקדמה ביציאה,10
2020,1,צומת חולון,איחור,144
2020,1,צומת חולון,בזמן,1124
2020,1,צומת חולון,הקדמה ביציאה,38
2020,1,קיסריה פרדס חנה,איחור,262
2020,1,קיסריה פרדס חנה,בזמן,577
2020,1,קיסריה פרדס חנה,הקדמה ביציאה,135
2020,1,קרית אריה,איחור,145
2020,1,קרית אריה,בזמן,907
2020,1,קרית אריה,הקדמה ביציאה,623
2020,1,קרית גת,איחור,242
2020,1,קרית גת,בזמן,665
2020,1,קרית גת,הקדמה ביציאה,1
2020,1,קרית חיים,איחור,137
2020,1,קרית חיים,בזמן,508
2020,1,קרית חיים,הקדמה ביציאה,1717
2020,1,קרית מוצקין,איחור,256
2020,1,קרית מוצקין,בזמן,1633
2020,1,קרית מוצקין,הקדמה ביציאה,962
2020,1,קרית מלאכי,איחור,162
2020,1,קרית מלאכי,בזמן,531
2020,1,קרית מלאכי,הקדמה ביציאה,8
2020,1,ראש העין צפון,איחור,161
2020,1,ראש העין צפון,בזמן,1509
2020,1,ראש העין צפון,הקדמה ביציאה,5
2020,1,ראשונים,איחור,10
2020,1,ראשונים,בזמן,536
2020,1,רחובות,איחור,273
2020,1,רחובות,בזמן,995
2020,1,רחובות,הקדמה ביציאה,3
2020,1,רמלה,איחור,282
2020,1,רמלה,בזמן,498
2020,1,רמלה,הקדמה ביציאה,338
2020,1,רעננה דרום,איחור,114
2020,1,רעננה דרום,בזמן,1551
2020,1,רעננה דרום,הקדמה ביציאה,9
2020,1,רעננה מערב,איחור,126
2020,1,רעננה מערב,בזמן,1598
2020,1,רעננה מערב,הקדמה ביציאה,7
2020,1,"רשלצ משה דיין""",איחור,275
2020,1,"רשלצ משה דיין""",בזמן,998
2020,1,"רשלצ משה דיין""",הקדמה ביציאה,1
2020,1,שדרות,איחור,121
2020,1,שדרות,בזמן,966
2020,1,שדרות,הקדמה ביציאה,1
2020,1,תא אוניברסיטה,איחור,951
2020,1,תא אוניברסיטה,בזמן,2449
2020,1,תא אוניברסיטה,הקדמה ביציאה,190
2020,1,תל אביב ההגנה,איחור,1133
2020,1,תל אביב ההגנה,בזמן,3755
2020,1,תל אביב ההגנה,הקדמה ביציאה,6
2020,1,תל אביב מרכז,איחור,1146
2020,1,תל אביב מרכז,בזמן,2459
2020,1,תל אביב מרכז,הקדמה ביציאה,7
2020,2,אופקים,איחור,57
2020,2,אופקים,בזמן,930
2020,2,אופקים,הקדמה ביציאה,1
2020,2,אחיהוד,איחור,55
2020,2,אחיהוד,בזמן,765
2020,2,אחיהוד,הקדמה ביציאה,102
2020,2,אשדוד עד הלום,איחור,207
2020,2,אשדוד עד הלום,בזמן,1436
2020,2,אשדוד עד הלום,הקדמה ביציאה,3
2020,2,אשקלון,איחור,216
2020,2,אשקלון,בזמן,1576
2020,2,אשקלון,הקדמה ביציאה,3
2020,2,באר יעקב,איחור,69
2020,2,באר יעקב,בזמן,824
2020,2,באר יעקב,הקדמה ביציאה,8
2020,2,באר שבע מרכז,איחור,90
2020,2,באר שבע מרכז,בזמן,1891
2020,2,באר שבע מרכז,הקדמה ביציאה,2
2020,2,באר שבע צפון,איחור,107
2020,2,באר שבע צפון,בזמן,1917
2020,2,באר שבע צפון,הקדמה ביציאה,28
2020,2,בית יהושע,איחור,139
2020,2,בית יהושע,בזמן,1037
2020,2,בית יהושע,הקדמה ביציאה,3
2020,2,בית שאן,איחור,16
2020,2,בית שאן,בזמן,489
2020,2,בית שאן,הקדמה ביציאה,1
2020,2,בית שמש,איחור,29
2020,2,בית שמש,בזמן,709
2020,2,בית שמש,הקדמה ביציאה,10
2020,2,בני ברק,איחור,139
2020,2,בני ברק,בזמן,1155
2020,2,בני ברק,הקדמה ביציאה,26
2020,2,בנימינה,איחור,227
2020,2,בנימינה,בזמן,1792
2020,2,בנימינה,הקדמה ביציאה,2
2020,2,בת גלים,איחור,138
2020,2,בת גלים,בזמן,2844
2020,2,בת גלים,הקדמה ביציאה,60
2020,2,בת ים יוספטל,איחור,230
2020,2,בת ים יוספטל,בזמן,975
2020,2,בת ים יוספטל,הקדמה ביציאה,7
2020,2,בת ים קוממיות,איחור,257
2020,2,בת ים קוממיות,בזמן,953
2020,2,בת ים קוממיות,הקדמה ביציאה,4
2020,2,דימונה,איחור,3
2020,2,דימונה,בזמן,109
2020,2,הוד השרון,איחור,127
2020,2,הוד השרון,בזמן,1349
2020,2,הוד השרון,הקדמה ביציאה,5
2020,2,הרצליה,איחור,123
2020,2,הרצליה,בזמן,1473
2020,2,השלום,איחור,462
2020,2,השלום,בזמן,2925
2020,2,השלום,הקדמה ביציאה,2
2020,2,חדרה מערב,איחור,162
2020,2,חדרה מערב,בזמן,1104
2020,2,חדרה מערב,הקדמה ביציאה,5
2020,2,חולון וולפסון,איחור,155
2020,2,חולון וולפסון,בזמן,1138
2020,2,חולון וולפסון,הקדמה ביציאה,3
2020,2,חוף הכרמל,איחור,164
2020,2,חוף הכרמל,בזמן,2731
2020,2,חוף הכרמל,הקדמה ביציאה,13
2020,2,חוצות מפרץ,איחור,51
2020,2,חוצות מפרץ,בזמן,477
2020,2,חוצות מפרץ,הקדמה ביציאה,784
2020,2,חיפה מרכז,איחור,180
2020,2,חיפה מרכז,בזמן,2626
2020,2,חיפה מרכז,הקדמה ביציאה,12
2020,2,יבנה מזרח,איחור,58
2020,2,יבנה מזרח,בזמן,361
2020,2,יבנה מזרח,הקדמה ביציאה,157
2020,2,יבנה מערב,איחור,164
2020,2,יבנה מערב,בזמן,724
2020,2,ירושלים/יצחק נבון,איחור,11
2020,2,ירושלים/יצחק נבון,בזמן,1135
2020,2,ירושלים/יצחק נבון,הקדמה ביציאה,6
2020,2,כפר ברוך,איחור,24
2020,2,כפר ברוך,בזמן,520
2020,2,כפר חבד,איחור,70
2020,2,כפר חבד,בזמן,369
2020,2,כפר יהושע,איחור,34
2020,2,כפר יהושע,בזמן,435
2020,2,כפר יהושע,הקדמה ביציאה,17
2020,2,כפר סבא,איחור,171
2020,2,כפר סבא,בזמן,1201
2020,2,כפר סבא,הקדמה ביציאה,16
2020,2,כרמיאל,איחור,31
2020,2,כרמיאל,בזמן,954
2020,2,להבים רהט,איחור,54
2020,2,להבים רהט,בזמן,664
2020,2,להבים רהט,הקדמה ביציאה,5
2020,2,לוד,איחור,234
2020,2,לוד,בזמן,2789
2020,2,לוד,הקדמה ביציאה,9
2020,2,לוד גני אביב,איחור,30
2020,2,לוד גני אביב,בזמן,422
2020,2,לוד גני אביב,הקדמה ביציאה,35
2020,2,מודיעין מרכז,איחור,32
2020,2,מודיעין מרכז,בזמן,1125
2020,2,מזכרת בתיה,איחור,66
2020,2,מזכרת בתיה,בזמן,457
2020,2,מזכרת בתיה,הקדמה ביציאה,31
2020,2,מרכזית המפרץ,איחור,20
2020,2,מרכזית המפרץ,בזמן,478
2020,2,מרכזית המפרץ,הקדמה ביציאה,28
2020,2,מרכזית המפרץ/קו החוף,איחור,115
2020,2,מרכזית המפרץ/קו החוף,בזמן,2507
2020,2,מרכזית המפרץ/קו החוף,הקדמה ביציאה,10
2020,2,נהריה,איחור,58
2020,2,נהריה,בזמן,1622
2020,2,"נתבג""",איחור,137
2020,2,"נתבג""",בזמן,1848
2020,2,"נתבג""",הקדמה ביציאה,3
2020,2,נתיבות,איחור,73
2020,2,נתיבות,בזמן,933
2020,2,נתיבות,הקדמה ביציאה,5
2020,2,נתניה,איחור,143
2020,2,נתניה,בזמן,1384
2020,2,נתניה קריית ספיר,איחור,132
2020,2,נתניה קריית ספיר,בזמן,547
2020,2,נתניה קריית ספיר,הקדמה ביציאה,56
2020,2,סגולה,איחור,140
2020,2,סגולה,בזמן,1270
2020,2,סגולה,הקדמה ביציאה,3
2020,2,עכו,איחור,69
2020,2,עכו,בזמן,1570
2020,2,עפולה,איחור,16
2020,2,עפולה,בזמן,558
2020,2,עפולה,הקדמה ביציאה,3
2020,2,עתלית,איחור,43
2020,2,עתלית,בזמן,1106
2020,2,פאתי מודיעין,איחור,45
2020,2,פאתי מודיעין,בזמן,1086
2020,2,פאתי מודיעין,הקדמה ביציאה,15
2020,2,צומת חולון,איחור,143
2020,2,צומת חולון,בזמן,1107
2020,2,צומת חולון,הקדמה ביציאה,5
2020,2,קיסריה פרדס חנה,איחור,136
2020,2,קיסריה פרדס חנה,בזמן,596
2020,2,קיסריה פרדס חנה,הקדמה ביציאה,151
2020,2,קרית אריה,איחור,150
2020,2,קרית אריה,בזמן,613
2020,2,קרית אריה,הקדמה ביציאה,611
2020,2,קרית גת,איחור,89
2020,2,קרית גת,בזמן,761
2020,2,קרית גת,הקדמה ביציאה,2
2020,2,קרית חיים,איחור,52
2020,2,קרית חיים,בזמן,462
2020,2,קרית חיים,הקדמה ביציאה,1703
2020,2,קרית מוצקין,איחור,98
2020,2,קרית מוצקין,בזמן,1618
2020,2,קרית מוצקין,הקדמה ביציאה,1028
2020,2,קרית מלאכי,איחור,57
2020,2,קרית מלאכי,בזמן,564
2020,2,קרית מלאכי,הקדמה ביציאה,9
2020,2,ראש העין צפון,איחור,172
2020,2,ראש העין צפון,בזמן,1212
2020,2,ראש העין צפון,הקדמה ביציאה,4
2020,2,ראשונים,איחור,8
2020,2,ראשונים,בזמן,479
2020,2,רחובות,איחור,100
2020,2,רחובות,בזמן,1128
2020,2,רמלה,איחור,87
2020,2,רמלה,בזמן,556
2020,2,רמלה,הקדמה ביציאה,330
2020,2,רעננה דרום,איחור,106
2020,2,רעננה דרום,בזמן,1274
2020,2,רעננה דרום,הקדמה ביציאה,3
2020,2,רעננה מערב,איחור,111
2020,2,רעננה מערב,בזמן,1290
2020,2,רעננה מערב,הקדמה ביציאה,8
2020,2,"רשלצ משה דיין""",איחור,282
2020,2,"רשלצ משה דיין""",בזמן,970
2020,2,"רשלצ משה דיין""",הקדמה ביציאה,3
2020,2,שדרות,איחור,85
2020,2,שדרות,בזמן,902
2020,2,תא אוניברסיטה,איחור,377
2020,2,תא אוניברסיטה,בזמן,3164
2020,2,תא אוניברסיטה,הקדמה ביציאה,193
2020,2,תל אביב ההגנה,איחור,489
2020,2,תל אביב ההגנה,בזמן,4435
2020,2,תל אביב ההגנה,הקדמה ביציאה,3
2020,2,תל אביב מרכז,איחור,476
2020,2,תל אביב מרכז,בזמן,3216
2020,2,תל אביב מרכז,הקדמה ביציאה,16
2020,3,אופקים,איחור,39
2020,3,אופקים,בזמן,849
2020,3,אופקים,הקדמה ביציאה,2
2020,3,אחיהוד,איחור,42
2020,3,אחיהוד,בזמן,668
2020,3,אחיהוד,הקדמה ביציאה,90
2020,3,אשדוד עד הלום,איחור,137
2020,3,אשדוד עד הלום,בזמן,1255
2020,3,אשדוד עד הלום,הקדמה ביציאה,4
2020,3,אשקלון,איחור,143
2020,3,אשקלון,בזמן,1296
2020,3,אשקלון,הקדמה ביציאה,8
2020,3,באר יעקב,איחור,47
2020,3,באר יעקב,בזמן,660
2020,3,באר יעקב,הקדמה ביציאה,6
2020,3,באר שבע מרכז,איחור,111
2020,3,באר שבע מרכז,בזמן,1564
2020,3,באר שבע מרכז,הקדמה ביציאה,1
2020,3,באר שבע צפון,איחור,122
2020,3,באר שבע צפון,בזמן,1592
2020,3,באר שבע צפון,הקדמה ביציאה,21
2020,3,בית יהושע,איחור,79
2020,3,בית יהושע,בזמן,970
2020,3,בית יהושע,הקדמה ביציאה,6
2020,3,בית שאן,איחור,19
2020,3,בית שאן,בזמן,449
2020,3,בית שאן,הקדמה ביציאה,1
2020,3,בית שמש,איחור,45
2020,3,בית שמש,בזמן,462
2020,3,בית שמש,הקדמה ביציאה,4
2020,3,בני ברק,איחור,70
2020,3,בני ברק,בזמן,1098
2020,3,בני ברק,הקדמה ביציאה,27
2020,3,בנימינה,איחור,129
2020,3,בנימינה,בזמן,1686
2020,3,בנימינה,הקדמה ביציאה,4
2020,3,בת גלים,איחור,115
2020,3,בת גלים,בזמן,2531
2020,3,בת גלים,הקדמה ביציאה,64
2020,3,בת ים יוספטל,איחור,117
2020,3,בת ים יוספטל,בזמן,924
2020,3,בת ים יוספטל,הקדמה ביציאה,10
2020,3,בת ים קוממיות,איחור,145
2020,3,בת ים קוממיות,בזמן,888
2020,3,בת ים קוממיות,הקדמה ביציאה,3
2020,3,דימונה,בזמן,48
2020,3,הוד השרון,איחור,68
2020,3,הוד השרון,בזמן,1286
2020,3,הוד השרון,הקדמה ביציאה,2
2020,3,הרצליה,איחור,91
2020,3,הרצליה,בזמן,1375
2020,3,השלום,איחור,301
2020,3,השלום,בזמן,2939
2020,3,השלום,הקדמה ביציאה,9
2020,3,חדרה מערב,איחור,94
2020,3,חדרה מערב,בזמן,1060
2020,3,חדרה מערב,הקדמה ביציאה,2
2020,3,חולון וולפסון,איחור,75
2020,3,חולון וולפסון,בזמן,1072
2020,3,חולון וולפסון,הקדמה ביציאה,1
2020,3,חוף הכרמל,איחור,123
2020,3,חוף הכרמל,בזמן,2497
2020,3,חוף הכרמל,הקדמה ביציאה,10
2020,3,חוצות מפרץ,איחור,37
2020,3,חוצות מפרץ,בזמן,377
2020,3,חוצות מפרץ,הקדמה ביציאה,718
2020,3,חיפה מרכז,איחור,139
2020,3,חיפה מרכז,בזמן,2440
2020,3,חיפה מרכז,הקדמה ביציאה,27
2020,3,יבנה מזרח,איחור,37
2020,3,יבנה מזרח,בזמן,297
2020,3,יבנה מזרח,הקדמה ביציאה,107
2020,3,יבנה מערב,איחור,94
2020,3,יבנה מערב,בזמן,717
2020,3,יבנה מערב,הקדמה ביציאה,4
2020,3,ירושלים/יצחק נבון,איחור,9
2020,3,ירושלים/יצחק נבון,בזמן,983
2020,3,ירושלים/יצחק נבון,הקדמה ביציאה,2
2020,3,כפר ברוך,איחור,22
2020,3,כפר ברוך,בזמן,513
2020,3,כפר ברוך,הקדמה ביציאה,5
2020,3,כפר חבד,איחור,39
2020,3,כפר חבד,בזמן,313
2020,3,כפר חבד,הקדמה ביציאה,5
2020,3,כפר יהושע,איחור,29
2020,3,כפר יהושע,בזמן,414
2020,3,כפר יהושע,הקדמה ביציאה,36
2020,3,כפר סבא,איחור,96
2020,3,כפר סבא,בזמן,1135
2020,3,כפר סבא,הקדמה ביציאה,13
2020,3,כרמיאל,איחור,32
2020,3,כרמיאל,בזמן,818
2020,3,להבים רהט,איחור,67
2020,3,להבים רהט,בזמן,496
2020,3,להבים רהט,הקדמה ביציאה,3
2020,3,לוד,איחור,189
2020,3,לוד,בזמן,2118
2020,3,לוד,הקדמה ביציאה,12
2020,3,לוד גני אביב,איחור,47
2020,3,לוד גני אביב,בזמן,372
2020,3,לוד גני אביב,הקדמה ביציאה,51
2020,3,מודיעין מרכז,איחור,20
2020,3,מודיעין מרכז,בזמן,1005
2020,3,מזכרת בתיה,איחור,51
2020,3,מזכרת בתיה,בזמן,346
2020,3,מזכרת בתיה,הקדמה ביציאה,31
2020,3,מרכזית המפרץ,איחור,21
2020,3,מרכזית המפרץ,בזמן,451
2020,3,מרכזית המפרץ,הקדמה ביציאה,32
2020,3,מרכזית המפרץ/קו החוף,איחור,85
2020,3,מרכזית המפרץ/קו החוף,בזמן,2167
2020,3,מרכזית המפרץ/קו החוף,הקדמה ביציאה,6
2020,3,נהריה,איחור,41
2020,3,נהריה,בזמן,1402
2020,3,"נתבג""",איחור,87
2020,3,"נתבג""",בזמן,1672
2020,3,נתיבות,איחור,47
2020,3,נתיבות,בזמן,868
2020,3,נתיבות,הקדמה ביציאה,6
2020,3,נתניה,איחור,86
2020,3,נתניה,בזמן,1304
2020,3,נתניה,הקדמה ביציאה,3
2020,3,נתניה קריית ספיר,איחור,69
2020,3,נתניה קריית ספיר,בזמן,489
2020,3,נתניה קריית ספיר,הקדמה ביציאה,104
2020,3,סגולה,איחור,75
2020,3,סגולה,בזמן,1193
2020,3,סגולה,הקדמה ביציאה,1
2020,3,עכו,איחור,50
2020,3,עכו,בזמן,1364
2020,3,עפולה,איחור,22
2020,3,עפולה,בזמן,549
2020,3,עפולה,הקדמה ביציאה,1
2020,3,עתלית,איחור,38
2020,3,עתלית,בזמן,978
2020,3,פאתי מודיעין,איחור,28
2020,3,פאתי מודיעין,בזמן,954
2020,3,פאתי מודיעין,הקדמה ביציאה,15
2020,3,צומת חולון,איחור,69
2020,3,צומת חולון,בזמן,1053
2020,3,צומת חולון,הקדמה ביציאה,7
2020,3,קיסריה פרדס חנה,איחור,73
2020,3,קיסריה פרדס חנה,בזמן,516
2020,3,קיסריה פרדס חנה,הקדמה ביציאה,176
2020,3,קרית אריה,איחור,80
2020,3,קרית אריה,בזמן,578
2020,3,קרית אריה,הקדמה ביציאה,553
2020,3,קרית גת,איחור,90
2020,3,קרית גת,בזמן,591
2020,3,קרית גת,הקדמה ביציאה,2
2020,3,קרית חיים,איחור,39
2020,3,קרית חיים,בזמן,315
2020,3,קרית חיים,הקדמה ביציאה,1463
2020,3,קרית מוצקין,איחור,76
2020,3,קרית מוצקין,בזמן,1320
2020,3,קרית מוצקין,הקדמה ביציאה,967
2020,3,קרית מלאכי,איחור,46
2020,3,קרית מלאכי,בזמן,452
2020,3,קרית מלאכי,הקדמה ביציאה,3
2020,3,ראש העין צפון,איחור,97
2020,3,ראש העין צפון,בזמן,1129
2020,3,ראש העין צפון,הקדמה ביציאה,2
2020,3,ראשונים,איחור,3
2020,3,ראשונים,בזמן,213
2020,3,רחובות,איחור,73
2020,3,רחובות,בזמן,875
2020,3,רחובות,הקדמה ביציאה,10
2020,3,רמלה,איחור,87
2020,3,רמלה,בזמן,444
2020,3,רמלה,הקדמה ביציאה,292
2020,3,רעננה דרום,איחור,56
2020,3,רעננה דרום,בזמן,1209
2020,3,רעננה דרום,הקדמה ביציאה,2
2020,3,רעננה מערב,איחור,65
2020,3,רעננה מערב,בזמן,1219
2020,3,רעננה מערב,הקדמה ביציאה,4
2020,3,"רשלצ משה דיין""",איחור,153
2020,3,"רשלצ משה דיין""",בזמן,933
2020,3,שדרות,איחור,57
2020,3,שדרות,בזמן,851
2020,3,שדרות,הקדמה ביציאה,4
2020,3,תא אוניברסיטה,איחור,268
2020,3,תא אוניברסיטה,בזמן,3096
2020,3,תא אוניברסיטה,הקדמה ביציאה,211
2020,3,תל אביב ההגנה,איחור,331
2020,3,תל אביב ההגנה,בזמן,4113
2020,3,תל אביב ההגנה,הקדמה ביציאה,7
2020,3,תל אביב מרכז,איחור,320
2020,3,תל אביב מרכז,בזמן,3181
2020,3,תל אביב מרכז,הקדמה ביציאה,28
2020,6,אופקים,איחור,1
2020,6,אופקים,בזמן,353
2020,6,אחיהוד,איחור,8
2020,6,אחיהוד,בזמן,285
2020,6,אחיהוד,הקדמה ביציאה,39
2020,6,אשדוד עד הלום,איחור,8
2020,6,אשדוד עד הלום,בזמן,551
2020,6,אשדוד עד הלום,הקדמה ביציאה,19
2020,6,אשקלון,איחור,10
2020,6,אשקלון,בזמן,589
2020,6,אשקלון,הקדמה ביציאה,2
2020,6,באר יעקב,איחור,8
2020,6,באר יעקב,בזמן,289
2020,6,באר יעקב,הקדמה ביציאה,4
2020,6,באר שבע מרכז,איחור,12
2020,6,באר שבע מרכז,בזמן,693
2020,6,באר שבע צפון,איחור,15
2020,6,באר שבע צפון,בזמן,748
2020,6,באר שבע צפון,הקדמה ביציאה,4
2020,6,בית יהושע,איחור,15
2020,6,בית יהושע,בזמן,511
2020,6,בית יהושע,הקדמה ביציאה,1
2020,6,בית שאן,איחור,5
2020,6,בית שאן,בזמן,187
2020,6,בית שמש,איחור,6
2020,6,בית שמש,בזמן,165
2020,6,בני ברק,איחור,1
2020,6,בני ברק,בזמן,316
2020,6,בני ברק,הקדמה ביציאה,12
2020,6,בנימינה,איחור,17
2020,6,בנימינה,בזמן,683
2020,6,בת גלים,איחור,16
2020,6,בת גלים,בזמן,1060
2020,6,בת גלים,הקדמה ביציאה,43
2020,6,בת ים יוספטל,איחור,5
2020,6,בת ים יוספטל,בזמן,303
2020,6,בת ים יוספטל,הקדמה ביציאה,21
2020,6,בת ים קוממיות,איחור,5
2020,6,בת ים קוממיות,בזמן,334
2020,6,בת ים קוממיות,הקדמה ביציאה,2
2020,6,דימונה,איחור,4
2020,6,דימונה,בזמן,28
2020,6,הרצליה,איחור,13
2020,6,הרצליה,בזמן,538
2020,6,הרצליה,הקדמה ביציאה,1
2020,6,השלום,איחור,39
2020,6,השלום,בזמן,1503
2020,6,השלום,הקדמה ביציאה,6
2020,6,חדרה מערב,איחור,12
2020,6,חדרה מערב,בזמן,465
2020,6,חדרה מערב,הקדמה ביציאה,3
2020,6,חולון וולפסון,איחור,3
2020,6,חולון וולפסון,בזמן,368
2020,6,חולון וולפסון,הקדמה ביציאה,4
2020,6,חוף הכרמל,איחור,26
2020,6,חוף הכרמל,בזמן,1015
2020,6,חוף הכרמל,הקדמה ביציאה,3
2020,6,חוצות מפרץ,איחור,10
2020,6,חוצות מפרץ,בזמן,155
2020,6,חוצות מפרץ,הקדמה ביציאה,329
2020,6,חיפה מרכז,איחור,25
2020,6,חיפה מרכז,בזמן,1007
2020,6,חיפה מרכז,הקדמה ביציאה,2
2020,6,יבנה מזרח,איחור,6
2020,6,יבנה מזרח,בזמן,110
2020,6,יבנה מזרח,הקדמה ביציאה,70
2020,6,יבנה מערב,איחור,1
2020,6,יבנה מערב,בזמן,350
2020,6,יבנה מערב,הקדמה ביציאה,3
2020,6,ירושלים/יצחק נבון,איחור,4
2020,6,ירושלים/יצחק נבון,בזמן,410
2020,6,ירושלים/יצחק נבון,הקדמה ביציאה,4
2020,6,כפר ברוך,איחור,4
2020,6,כפר ברוך,בזמן,215
2020,6,כפר ברוך,הקדמה ביציאה,3
2020,6,כפר חבד,איחור,8
2020,6,כפר חבד,בזמן,193
2020,6,כפר חבד,הקדמה ביציאה,1
2020,6,כפר יהושע,איחור,6
2020,6,כפר יהושע,בזמן,210
2020,6,כרמיאל,איחור,4
2020,6,כרמיאל,בזמן,361
2020,6,להבים רהט,איחור,10
2020,6,להבים רהט,בזמן,235
2020,6,לוד,איחור,47
2020,6,לוד,בזמן,978
2020,6,לוד,הקדמה ביציאה,4
2020,6,לוד גני אביב,איחור,9
2020,6,לוד גני אביב,בזמן,148
2020,6,לוד גני אביב,הקדמה ביציאה,22
2020,6,מודיעין מרכז,איחור,4
2020,6,מודיעין מרכז,בזמן,443
2020,6,מזכרת בתיה,איחור,12
2020,6,מזכרת בתיה,בזמן,168
