shana,hodesh,train_station_nm,station_status_nm,status_count
2019,1,אופקים,איחור,66
2019,1,אופקים,בזמן,1077
2019,1,אופקים,הקדמה ביציאה,8
2019,1,אחיהוד,איחור,85
2019,1,אחיהוד,בזמן,875
2019,1,אחיהוד,הקדמה ביציאה,121
2019,1,אשדוד עד הלום,איחור,209
2019,1,אשדוד עד הלום,בזמן,1649
2019,1,אשדוד עד הלום,הקדמה ביציאה,18
2019,1,אשקלון,איחור,234
2019,1,אשקלון,בזמן,1860
2019,1,אשקלון,הקדמה ביציאה,10
2019,1,באר יעקב,איחור,75
2019,1,באר יעקב,בזמן,942
2019,1,באר יעקב,הקדמה ביציאה,2
2019,1,באר שבע מרכז,איחור,162
2019,1,באר שבע מרכז,בזמן,1815
2019,1,באר שבע מרכז,הקדמה ביציאה,1
2019,1,באר שבע צפון,איחור,163
2019,1,באר שבע צפון,בזמן,2113
2019,1,באר שבע צפון,הקדמה ביציאה,18
2019,1,בית יהושע,איחור,161
2019,1,בית יהושע,בזמן,1275
2019,1,בית יהושע,הקדמה ביציאה,2
2019,1,בית שאן,איחור,27
2019,1,בית שאן,בזמן,471
2019,1,בית שמש,איחור,48
2019,1,בית שמש,בזמן,810
2019,1,בית שמש,הקדמה ביציאה,4
2019,1,בני ברק,איחור,129
2019,1,בני ברק,בזמן,1339
2019,1,בני ברק,הקדמה ביציאה,7
2019,1,בנימינה,איחור,265
2019,1,בנימינה,בזמן,2134
2019,1,בנימינה,הקדמה ביציאה,2
2019,1,בת גלים,איחור,197
2019,1,בת גלים,בזמן,2915
2019,1,בת גלים,הקדמה ביציאה,66
2019,1,בת ים יוספטל,איחור,160
2019,1,בת ים יוספטל,בזמן,1055
2019,1,בת ים יוספטל,הקדמה ביציאה,61
2019,1,בת ים קוממיות,איחור,195
2019,1,בת ים קוממיות,בזמן,1124
2019,1,בת ים קוממיות,הקדמה ביציאה,14
2019,1,דימונה,איחור,13
2019,1,דימונה,בזמן,72
2019,1,הוד השרון,איחור,105
2019,1,הוד השרון,בזמן,1639
2019,1,הוד השרון,הקדמה ביציאה,4
2019,1,הרצליה,איחור,188
2019,1,הרצליה,בזמן,1948
2019,1,הרצליה,הקדמה ביציאה,2
2019,1,השלום,איחור,438
2019,1,השלום,בזמן,3592
2019,1,השלום,הקדמה ביציאה,7
2019,1,חדרה מערב,איחור,208
2019,1,חדרה מערב,בזמן,1350
2019,1,חדרה מערב,הקדמה ביציאה,1
2019,1,חולון וולפסון,איחור,102
2019,1,חולון וולפסון,בזמן,1025
2019,1,חולון וולפסון,הקדמה ביציאה,120
2019,1,חוף הכרמל,איחור,229
2019,1,חוף הכרמל,בזמן,2876
2019,1,חוף הכרמל,הקדמה ביציאה,15
2019,1,חוצות מפרץ,איחור,110
2019,1,חוצות מפרץ,בזמן,2089
2019,1,חוצות מפרץ,הקדמה ביציאה,35
2019,1,חיפה מרכז,איחור,297
2019,1,חיפה מרכז,בזמן,2573
2019,1,חיפה מרכז,הקדמה ביציאה,10
2019,1,יבנה מזרח,איחור,61
2019,1,יבנה מזרח,בזמן,405
2019,1,יבנה מזרח,הקדמה ביציאה,174
2019,1,יבנה מערב,איחור,144
2019,1,יבנה מערב,בזמן,1024
2019,1,יבנה מערב,הקדמה ביציאה,17
2019,1,ירושלים/יצחק נבון,איחור,8
2019,1,ירושלים/יצחק נבון,בזמן,1009
2019,1,כפר ברוך,איחור,42
2019,1,כפר ברוך,בזמן,553
2019,1,כפר ברוך,הקדמה ביציאה,1
2019,1,כפר חבד,איחור,79
2019,1,כפר חבד,בזמן,481
2019,1,כפר יהושע,איחור,63
2019,1,כפר יהושע,בזמן,419
2019,1,כפר יהושע,הקדמה ביציאה,31
2019,1,כפר סבא,איחור,149
2019,1,כפר סבא,בזמן,1435
2019,1,כפר סבא,הקדמה ביציאה,41
2019,1,כרמיאל,איחור,53
2019,1,כרמיאל,בזמן,960
2019,1,להבים רהט,איחור,37
2019,1,להבים רהט,בזמן,749
2019,1,להבים רהט,הקדמה ביציאה,5
2019,1,לוד,איחור,300
2019,1,לוד,בזמן,3068
2019,1,לוד,הקדמה ביציאה,18
2019,1,לוד גני אביב,איחור,61
2019,1,לוד גני אביב,בזמן,482
2019,1,לוד גני אביב,הקדמה ביציאה,32
2019,1,מודיעין מרכז,איחור,53
2019,1,מודיעין מרכז,בזמן,1071
2019,1,מרכזית המפרץ,איחור,28
2019,1,מרכזית המפרץ,בזמן,488
2019,1,מרכזית המפרץ,הקדמה ביציאה,13
2019,1,מרכזית המפרץ/קו החוף,איחור,182
2019,1,מרכזית המפרץ/קו החוף,בזמן,2388
2019,1,מרכזית המפרץ/קו החוף,הקדמה ביציאה,9
2019,1,נהריה,איחור,78
2019,1,נהריה,בזמן,1514
2019,1,"נתבג""",איחור,164
2019,1,"נתבג""",בזמן,1567
2019,1,"נתבג""",הקדמה ביציאה,1
2019,1,נתיבות,איחור,75
2019,1,נתיבות,בזמן,1121
2019,1,נתיבות,הקדמה ביציאה,12
2019,1,נתניה,איחור,173
2019,1,נתניה,בזמן,1696
2019,1,נתניה,הקדמה ביציאה,1
2019,1,נתניה קריית ספיר,איחור,156
2019,1,נתניה קריית ספיר,בזמן,694
2019,1,נתניה קריית ספיר,הקדמה ביציאה,87
2019,1,סגולה,איחור,113
2019,1,סגולה,בזמן,1475
2019,1,סגולה,הקדמה ביציאה,8
2019,1,עכו,איחור,91
2019,1,עכו,בזמן,1243
2019,1,עפולה,איחור,24
2019,1,עפולה,בזמן,625
2019,1,עתלית,איחור,53
2019,1,עתלית,בזמן,1303
2019,1,פאתי מודיעין,איחור,77
2019,1,פאתי מודיעין,בזמן,993
2019,1,פאתי מודיעין,הקדמה ביציאה,11
2019,1,צומת חולון,איחור,98
2019,1,צומת חולון,בזמן,1001
2019,1,צומת חולון,הקדמה ביציאה,75
2019,1,קיסריה פרדס חנה,איחור,141
2019,1,קיסריה פרדס חנה,בזמן,758
2019,1,קיסריה פרדס חנה,הקדמה ביציאה,190
2019,1,קרית אריה,איחור,140
2019,1,קרית אריה,בזמן,575
2019,1,קרית אריה,הקדמה ביציאה,775
2019,1,קרית גת,איחור,96
2019,1,קרית גת,בזמן,862
2019,1,קרית גת,הקדמה ביציאה,3
2019,1,קרית חיים,איחור,94
2019,1,קרית חיים,בזמן,623
2019,1,קרית חיים,הקדמה ביציאה,1795
2019,1,קרית מוצקין,איחור,159
2019,1,קרית מוצקין,בזמן,1569
2019,1,קרית מוצקין,הקדמה ביציאה,1020
2019,1,קרית מלאכי,איחור,31
2019,1,קרית מלאכי,בזמן,752
2019,1,קרית מלאכי,הקדמה ביציאה,18
2019,1,ראש העין צפון,איחור,153
2019,1,ראש העין צפון,בזמן,1416
2019,1,ראש העין צפון,הקדמה ביציאה,12
2019,1,ראשונים,איחור,7
2019,1,ראשונים,בזמן,517
2019,1,רחובות,איחור,94
2019,1,רחובות,בזמן,1121
2019,1,רחובות,הקדמה ביציאה,1
2019,1,רמלה,איחור,125
2019,1,רמלה,בזמן,452
2019,1,רמלה,הקדמה ביציאה,583
2019,1,רעננה דרום,איחור,91
2019,1,רעננה דרום,בזמן,1557
2019,1,רעננה דרום,הקדמה ביציאה,53
2019,1,רעננה מערב,איחור,101
2019,1,רעננה מערב,בזמן,1642
2019,1,רעננה מערב,הקדמה ביציאה,3
2019,1,"רשלצ משה דיין""",איחור,218
2019,1,"רשלצ משה דיין""",בזמן,1292
2019,1,"רשלצ משה דיין""",הקדמה ביציאה,12
2019,1,שדרות,איחור,83
2019,1,שדרות,בזמן,1139
2019,1,שדרות,הקדמה ביציאה,11
2019,1,תא אוניברסיטה,איחור,433
2019,1,תא אוניברסיטה,בזמן,3998
2019,1,תא אוניברסיטה,הקדמה ביציאה,215
2019,1,תל אביב ההגנה,איחור,534
2019,1,תל אביב ההגנה,בזמן,3998
2019,1,תל אביב ההגנה,הקדמה ביציאה,39
2019,1,תל אביב מרכז,איחור,518
2019,1,תל אביב מרכז,בזמן,4327
2019,1,תל אביב מרכז,הקדמה ביציאה,11
2019,2,אופקים,איחור,75
2019,2,אופקים,בזמן,954
2019,2,אחיהוד,איחור,93
2019,2,אחיהוד,בזמן,726
2019,2,אחיהוד,הקדמה ביציאה,122
2019,2,אשדוד עד הלום,איחור,218
2019,2,אשדוד עד הלום,בזמן,1378
2019,2,אשדוד עד הלום,הקדמה ביציאה,8
2019,2,אשקלון,איחור,230
2019,2,אשקלון,בזמן,1541
2019,2,אשקלון,הקדמה ביציאה,4
2019,2,באר יעקב,איחור,121
2019,2,באר יעקב,בזמן,624
2019,2,באר יעקב,הקדמה ביציאה,2
2019,2,באר שבע מרכז,איחור,147
2019,2,באר שבע מרכז,בזמן,1573
2019,2,באר שבע מרכז,הקדמה ביציאה,1
2019,2,באר שבע צפון,איחור,152
2019,2,באר שבע צפון,בזמן,1817
2019,2,באר שבע צפון,הקדמה ביציאה,5
2019,2,בית יהושע,איחור,175
2019,2,בית יהושע,בזמן,987
2019,2,בית יהושע,הקדמה ביציאה,3
2019,2,בית שאן,איחור,29
2019,2,בית שאן,בזמן,411
2019,2,בית שמש,איחור,63
2019,2,בית שמש,בזמן,605
2019,2,בית שמש,הקדמה ביציאה,6
2019,2,בני ברק,איחור,96
2019,2,בני ברק,בזמן,1249
2019,2,בני ברק,הקדמה ביציאה,10
2019,2,בנימינה,איחור,297
2019,2,בנימינה,בזמן,1701
2019,2,בנימינה,הקדמה ביציאה,3
2019,2,בת גלים,איחור,247
2019,2,בת גלים,בזמן,2268
2019,2,בת גלים,הקדמה ביציאה,60
2019,2,בת ים יוספטל,איחור,180
2019,2,בת ים יוספטל,בזמן,1047
2019,2,בת ים יוספטל,הקדמה ביציאה,68
2019,2,בת ים קוממיות,איחור,222
2019,2,בת ים קוממיות,בזמן,930
2019,2,בת ים קוממיות,הקדמה ביציאה,8
2019,2,דימונה,איחור,14
2019,2,דימונה,בזמן,60
2019,2,דימונה,הקדמה ביציאה,1
2019,2,הוד השרון,איחור,87
2019,2,הוד השרון,בזמן,1401
2019,2,הוד השרון,הקדמה ביציאה,5
2019,2,הרצליה,איחור,218
2019,2,הרצליה,בזמן,1460
2019,2,השלום,איחור,467
2019,2,השלום,בזמן,2403
2019,2,השלום,הקדמה ביציאה,5
2019,2,חדרה מערב,איחור,238
2019,2,חדרה מערב,בזמן,1068
2019,2,חדרה מערב,הקדמה ביציאה,2
2019,2,חולון וולפסון,איחור,109
2019,2,חולון וולפסון,בזמן,1042
2019,2,חולון וולפסון,הקדמה ביציאה,133
2019,2,חוף הכרמל,איחור,296
2019,2,חוף הכרמל,בזמן,2293
2019,2,חוף הכרמל,הקדמה ביציאה,17
2019,2,חוצות מפרץ,איחור,107
2019,2,חוצות מפרץ,בזמן,1770
2019,2,חוצות מפרץ,הקדמה ביציאה,27
2019,2,חיפה מרכז,איחור,344
2019,2,חיפה מרכז,בזמן,2190
2019,2,חיפה מרכז,הקדמה ביציאה,15
2019,2,יבנה מזרח,איחור,80
2019,2,יבנה מזרח,בזמן,285
2019,2,יבנה מזרח,הקדמה ביציאה,98
2019,2,יבנה מערב,איחור,148
2019,2,יבנה מערב,בזמן,890
2019,2,יבנה מערב,הקדמה ביציאה,5
2019,2,ירושלים/יצחק נבון,איחור,10
2019,2,ירושלים/יצחק נבון,בזמן,891
2019,2,כפר ברוך,איחור,39
2019,2,כפר ברוך,בזמן,412
2019,2,כפר ברוך,הקדמה ביציאה,4
2019,2,כפר חבד,איחור,101
2019,2,כפר חבד,בזמן,315
2019,2,כפר יהושע,איחור,49
2019,2,כפר יהושע,בזמן,327
2019,2,כפר יהושע,הקדמה ביציאה,21
2019,2,כפר סבא,איחור,117
2019,2,כפר סבא,בזמן,1236
2019,2,כפר סבא,הקדמה ביציאה,37
2019,2,כרמיאל,איחור,63
2019,2,כרמיאל,בזמן,823
2019,2,להבים רהט,איחור,37
2019,2,להבים רהט,בזמן,628
2019,2,להבים רהט,הקדמה ביציאה,3
2019,2,לוד,איחור,368
2019,2,לוד,בזמן,2076
2019,2,לוד,הקדמה ביציאה,6
2019,2,לוד גני אביב,איחור,73
2019,2,לוד גני אביב,בזמן,247
2019,2,לוד גני אביב,הקדמה ביציאה,8
2019,2,מודיעין מרכז,איחור,45
2019,2,מודיעין מרכז,בזמן,916
2019,2,מרכזית המפרץ,איחור,33
2019,2,מרכזית המפרץ,בזמן,394
2019,2,מרכזית המפרץ,הקדמה ביציאה,12
2019,2,מרכזית המפרץ/קו החוף,איחור,203
2019,2,מרכזית המפרץ/קו החוף,בזמן,2003
2019,2,מרכזית המפרץ/קו החוף,הקדמה ביציאה,14
2019,2,נהריה,איחור,93
2019,2,נהריה,בזמן,1304
2019,2,"נתבג""",איחור,184
2019,2,"נתבג""",בזמן,1287
2019,2,"נתבג""",הקדמה ביציאה,1
2019,2,נתיבות,איחור,79
2019,2,נתיבות,בזמן,1009
2019,2,נתיבות,הקדמה ביציאה,5
2019,2,נתניה,איחור,206
2019,2,נתניה,בזמן,1353
2019,2,נתניה,הקדמה ביציאה,1
2019,2,נתניה קריית ספיר,איחור,168
2019,2,נתניה קריית ספיר,בזמן,515
2019,2,נתניה קריית ספיר,הקדמה ביציאה,72
2019,2,סגולה,איחור,96
2019,2,סגולה,בזמן,1304
2019,2,סגולה,הקדמה ביציאה,8
2019,2,עכו,איחור,124
2019,2,עכו,בזמן,1055
2019,2,עפולה,איחור,32
2019,2,עפולה,בזמן,471
2019,2,עפולה,הקדמה ביציאה,4
2019,2,עתלית,איחור,71
2019,2,עתלית,בזמן,1022
2019,2,פאתי מודיעין,איחור,60
2019,2,פאתי מודיעין,בזמן,803
2019,2,פאתי מודיעין,הקדמה ביציאה,7
2019,2,צומת חולון,איחור,92
2019,2,צומת חולון,בזמן,1058
2019,2,צומת חולון,הקדמה ביציאה,90
2019,2,קיסריה פרדס חנה,איחור,161
2019,2,קיסריה פרדס חנה,בזמן,586
2019,2,קיסריה פרדס חנה,הקדמה ביציאה,134
2019,2,קרית אריה,איחור,104
2019,2,קרית אריה,בזמן,634
2019,2,קרית אריה,הקדמה ביציאה,609
2019,2,קרית גת,איחור,102
2019,2,קרית גת,בזמן,697
2019,2,קרית חיים,איחור,93
2019,2,קרית חיים,בזמן,485
2019,2,קרית חיים,הקדמה ביציאה,1566
2019,2,קרית מוצקין,איחור,184
2019,2,קרית מוצקין,בזמן,1436
2019,2,קרית מוצקין,הקדמה ביציאה,831
2019,2,קרית מלאכי,איחור,30
2019,2,קרית מלאכי,בזמן,624
2019,2,קרית מלאכי,הקדמה ביציאה,2
2019,2,ראש העין צפון,איחור,112
2019,2,ראש העין צפון,בזמן,1235
2019,2,ראש העין צפון,הקדמה ביציאה,15
2019,2,ראשונים,איחור,24
2019,2,ראשונים,בזמן,343
2019,2,רחובות,איחור,120
2019,2,רחובות,בזמן,707
2019,2,רחובות,הקדמה ביציאה,1
2019,2,רמלה,איחור,144
2019,2,רמלה,בזמן,307
2019,2,רמלה,הקדמה ביציאה,466
2019,2,רעננה דרום,איחור,75
2019,2,רעננה דרום,בזמן,1282
2019,2,רעננה דרום,הקדמה ביציאה,43
2019,2,רעננה מערב,איחור,82
2019,2,רעננה מערב,בזמן,1393
2019,2,רעננה מערב,הקדמה ביציאה,6
2019,2,"רשלצ משה דיין""",איחור,243
2019,2,"רשלצ משה דיין""",בזמן,1123
2019,2,"רשלצ משה דיין""",הקדמה ביציאה,6
2019,2,שדרות,איחור,86
2019,2,שדרות,בזמן,1001
2019,2,שדרות,הקדמה ביציאה,2
2019,2,תא אוניברסיטה,איחור,441
2019,2,תא אוניברסיטה,בזמן,2979
2019,2,תא אוניברסיטה,הקדמה ביציאה,176
2019,2,תל אביב ההגנה,איחור,570
2019,2,תל אביב ההגנה,בזמן,3035
2019,2,תל אביב ההגנה,הקדמה ביציאה,29
2019,2,תל אביב מרכז,איחור,539
2019,2,תל אביב מרכז,בזמן,3075
2019,2,תל אביב מרכז,הקדמה ביציאה,18
2019,3,אופקים,איחור,108
2019,3,אופקים,בזמן,905
2019,3,אופקים,הקדמה ביציאה,1
2019,3,אחיהוד,איחור,128
2019,3,אחיהוד,בזמן,651
2019,3,אחיהוד,הקדמה ביציאה,100
2019,3,אשדוד עד הלום,איחור,391
2019,3,אשדוד עד הלום,בזמן,1277
2019,3,אשדוד עד הלום,הקדמה ביציאה,10
2019,3,אשקלון,איחור,415
2019,3,אשקלון,בזמן,1456
2019,3,אשקלון,הקדמה ביציאה,1
2019,3,באר יעקב,איחור,180
2019,3,באר יעקב,בזמן,677
2019,3,באר יעקב,הקדמה ביציאה,2
2019,3,באר שבע מרכז,איחור,237
2019,3,באר שבע מרכז,בזמן,1586
2019,3,באר שבע צפון,איחור,230
2019,3,באר שבע צפון,בזמן,1811
2019,3,באר שבע צפון,הקדמה ביציאה,4
2019,3,בית יהושע,איחור,276
2019,3,בית יהושע,בזמן,882
2019,3,בית יהושע,הקדמה ביציאה,3
2019,3,בית שאן,איחור,109
2019,3,בית שאן,בזמן,287
2019,3,בית שמש,איחור,114
2019,3,בית שמש,בזמן,654
2019,3,בית שמש,הקדמה ביציאה,4
2019,3,בני ברק,איחור,140
2019,3,בני ברק,בזמן,1360
2019,3,בני ברק,הקדמה ביציאה,3
2019,3,בנימינה,איחור,460
2019,3,בנימינה,בזמן,1533
2019,3,בנימינה,הקדמה ביציאה,1
2019,3,בת גלים,איחור,434
2019,3,בת גלים,בזמן,1914
2019,3,בת גלים,הקדמה ביציאה,38
2019,3,בת ים יוספטל,איחור,249
2019,3,בת ים יוספטל,בזמן,1041
2019,3,בת ים יוספטל,הקדמה ביציאה,4
2019,3,בת ים קוממיות,איחור,290
2019,3,בת ים קוממיות,בזמן,902
2019,3,בת ים קוממיות,הקדמה ביציאה,1
2019,3,דימונה,איחור,20
2019,3,דימונה,בזמן,47
2019,3,הוד השרון,איחור,112
2019,3,הוד השרון,בזמן,1529
2019,3,הוד השרון,הקדמה ביציאה,3
2019,3,הרצליה,איחור,346
2019,3,הרצליה,בזמן,1442
2019,3,הרצליה,הקדמה ביציאה,2
2019,3,השלום,איחור,808
2019,3,השלום,בזמן,2347
2019,3,השלום,הקדמה ביציאה,2
2019,3,חדרה מערב,איחור,329
2019,3,חדרה מערב,בזמן,992
2019,3,חדרה מערב,הקדמה ביציאה,4
2019,3,חולון וולפסון,איחור,169
2019,3,חולון וולפסון,בזמן,1110
2019,3,חולון וולפסון,הקדמה ביציאה,4
2019,3,חוף הכרמל,איחור,482
2019,3,חוף הכרמל,בזמן,1849
2019,3,חוף הכרמל,הקדמה ביציאה,18
2019,3,חוצות מפרץ,איחור,221
2019,3,חוצות מפרץ,בזמן,1561
2019,3,חוצות מפרץ,הקדמה ביציאה,25
2019,3,חיפה מרכז,איחור,575
2019,3,חיפה מרכז,בזמן,1752
2019,3,חיפה מרכז,הקדמה ביציאה,16
2019,3,יבנה מזרח,איחור,122
2019,3,יבנה מזרח,בזמן,279
2019,3,יבנה מזרח,הקדמה ביציאה,55
2019,3,יבנה מערב,איחור,231
2019,3,יבנה מערב,בזמן,783
2019,3,יבנה מערב,הקדמה ביציאה,5
2019,3,ירושלים/יצחק נבון,איחור,11
2019,3,ירושלים/יצחק נבון,בזמן,878
2019,3,כפר ברוך,איחור,138
2019,3,כפר ברוך,בזמן,272
2019,3,כפר ברוך,הקדמה ביציאה,1
2019,3,כפר חבד,איחור,131
2019,3,כפר חבד,בזמן,316
2019,3,כפר יהושע,איחור,186
2019,3,כפר יהושע,בזמן,202
2019,3,כפר יהושע,הקדמה ביציאה,16
2019,3,כפר סבא,איחור,151
2019,3,כפר סבא,בזמן,1341
2019,3,כפר סבא,הקדמה ביציאה,23
2019,3,כרמיאל,איחור,101
2019,3,כרמיאל,בזמן,741
2019,3,להבים רהט,איחור,59
2019,3,להבים רהט,בזמן,685
2019,3,להבים רהט,הקדמה ביציאה,4
2019,3,לוד,איחור,526
2019,3,לוד,בזמן,2195
2019,3,לוד,הקדמה ביציאה,3
2019,3,לוד גני אביב,איחור,114
2019,3,לוד גני אביב,בזמן,334
2019,3,לוד גני אביב,הקדמה ביציאה,18
2019,3,מודיעין מרכז,איחור,87
2019,3,מודיעין מרכז,בזמן,847
2019,3,מרכזית המפרץ,איחור,90
2019,3,מרכזית המפרץ,בזמן,286
2019,3,מרכזית המפרץ,הקדמה ביציאה,1
2019,3,מרכזית המפרץ/קו החוף,איחור,373
2019,3,מרכזית המפרץ/קו החוף,בזמן,1744
2019,3,מרכזית המפרץ/קו החוף,הקדמה ביציאה,16
2019,3,נהריה,איחור,197
2019,3,נהריה,בזמן,1148
2019,3,נהריה,הקדמה ביציאה,1
2019,3,"נתבג""",איחור,280
2019,3,"נתבג""",בזמן,1321
2019,3,"נתבג""",הקדמה ביציאה,3
2019,3,נתיבות,איחור,115
2019,3,נתיבות,בזמן,943
2019,3,נתיבות,הקדמה ביציאה,8
2019,3,נתניה,איחור,297
2019,3,נתניה,בזמן,1224
2019,3,נתניה קריית ספיר,איחור,232
2019,3,נתניה קריית ספיר,בזמן,516
2019,3,נתניה קריית ספיר,הקדמה ביציאה,38
2019,3,סגולה,איחור,130
2019,3,סגולה,בזמן,1402
2019,3,סגולה,הקדמה ביציאה,2
2019,3,עכו,איחור,226
2019,3,עכו,בזמן,870
2019,3,עפולה,איחור,107
2019,3,עפולה,בזמן,376
2019,3,עפולה,הקדמה ביציאה,1
2019,3,עתלית,איחור,141
2019,3,עתלית,בזמן,904
2019,3,פאתי מודיעין,איחור,113
2019,3,פאתי מודיעין,בזמן,762
2019,3,פאתי מודיעין,הקדמה ביציאה,5
2019,3,צומת חולון,איחור,164
2019,3,צומת חולון,בזמן,1054
2019,3,צומת חולון,הקדמה ביציאה,4
2019,3,קיסריה פרדס חנה,איחור,227
2019,3,קיסריה פרדס חנה,בזמן,607
2019,3,קיסריה פרדס חנה,הקדמה ביציאה,97
2019,3,קרית אריה,איחור,152
2019,3,קרית אריה,בזמן,678
2019,3,קרית אריה,הקדמה ביציאה,668
2019,3,קרית גת,איחור,142
2019,3,קרית גת,בזמן,757
2019,3,קרית גת,הקדמה ביציאה,1
2019,3,קרית חיים,איחור,188
2019,3,קרית חיים,בזמן,624
2019,3,קרית חיים,הקדמה ביציאה,1277
2019,3,קרית מוצקין,איחור,320
2019,3,קרית מוצקין,בזמן,1407
2019,3,קרית מוצקין,הקדמה ביציאה,620
2019,3,קרית מלאכי,איחור,52
2019,3,קרית מלאכי,בזמן,650
2019,3,קרית מלאכי,הקדמה ביציאה,17
2019,3,ראש העין צפון,איחור,163
2019,3,ראש העין צפון,בזמן,1353
2019,3,ראש העין צפון,הקדמה ביציאה,3
2019,3,ראשונים,איחור,10
2019,3,ראשונים,בזמן,260
2019,3,רחובות,איחור,220
2019,3,רחובות,בזמן,677
2019,3,רמלה,איחור,215
2019,3,רמלה,בזמן,340
2019,3,רמלה,הקדמה ביציאה,468
2019,3,רעננה דרום,איחור,103
2019,3,רעננה דרום,בזמן,1416
2019,3,רעננה דרום,הקדמה ביציאה,8
2019,3,רעננה מערב,איחור,114
2019,3,רעננה מערב,בזמן,1505
2019,3,רעננה מערב,הקדמה ביציאה,1
2019,3,"רשלצ משה דיין""",איחור,328
2019,3,"רשלצ משה דיין""",בזמן,1027
2019,3,"רשלצ משה דיין""",הקדמה ביציאה,6
2019,3,שדרות,איחור,133
2019,3,שדרות,בזמן,942
2019,3,שדרות,הקדמה ביציאה,2
2019,3,תא אוניברסיטה,איחור,782
2019,3,תא אוניברסיטה,בזמן,3052
2019,3,תא אוניברסיטה,הקדמה ביציאה,191
2019,3,תל אביב ההגנה,איחור,905
2019,3,תל אביב ההגנה,בזמן,3172
2019,3,תל אביב ההגנה,הקדמה ביציאה,9
2019,3,תל אביב מרכז,איחור,907
2019,3,תל אביב מרכז,בזמן,3190
2019,3,תל אביב מרכז,הקדמה ביציאה,6
2019,4,אופקים,איחור,137
2019,4,אופקים,בזמן,819
2019,4,אופקים,הקדמה ביציאה,19
2019,4,אחיהוד,איחור,104
2019,4,אחיהוד,בזמן,766
2019,4,אחיהוד,הקדמה ביציאה,112
2019,4,אשדוד עד הלום,איחור,353
2019,4,אשדוד עד הלום,בזמן,1134
2019,4,אשדוד עד הלום,הקדמה ביציאה,4
2019,4,אשקלון,איחור,364
2019,4,אשקלון,בזמן,1336
2019,4,אשקלון,הקדמה ביציאה,4
2019,4,באר יעקב,איחור,123
2019,4,באר יעקב,בזמן,717
2019,4,באר יעקב,הקדמה ביציאה,4
2019,4,באר שבע מרכז,איחור,258
2019,4,באר שבע מרכז,בזמן,1318
2019,4,באר שבע מרכז,הקדמה ביציאה,1
2019,4,באר שבע צפון,איחור,250
2019,4,באר שבע צפון,בזמן,1473
2019,4,באר שבע צפון,הקדמה ביציאה,18
2019,4,בית יהושע,איחור,274
2019,4,בית יהושע,בזמן,802
2019,4,בית שאן,איחור,54
2019,4,בית שאן,בזמן,373
2019,4,בית שמש,איחור,114
2019,4,בית שמש,בזמן,561
2019,4,בית שמש,הקדמה ביציאה,4
2019,4,בני ברק,איחור,207
2019,4,בני ברק,בזמן,1184
2019,4,בני ברק,הקדמה ביציאה,6
2019,4,בנימינה,איחור,420
2019,4,בנימינה,בזמן,1470
2019,4,בנימינה,הקדמה ביציאה,1
2019,4,בת גלים,איחור,267
2019,4,בת גלים,בזמן,2196
2019,4,בת גלים,הקדמה ביציאה,41
2019,4,בת ים יוספטל,איחור,357
2019,4,בת ים יוספטל,בזמן,929
2019,4,בת ים יוספטל,הקדמה ביציאה,7
2019,4,בת ים קוממיות,איחור,410
2019,4,בת ים קוממיות,בזמן,826
2019,4,בת ים קוממיות,הקדמה ביציאה,6
2019,4,דימונה,איחור,21
2019,4,דימונה,בזמן,57
2019,4,הוד השרון,איחור,181
2019,4,הוד השרון,בזמן,1331
2019,4,הוד השרון,הקדמה ביציאה,2
2019,4,הרצליה,איחור,320
2019,4,הרצליה,בזמן,1312
2019,4,השלום,איחור,834
2019,4,השלום,בזמן,2268
2019,4,השלום,הקדמה ביציאה,2
2019,4,חדרה מערב,איחור,303
2019,4,חדרה מערב,בזמן,925
2019,4,חדרה מערב,הקדמה ביציאה,5
2019,4,חולון וולפסון,איחור,254
2019,4,חולון וולפסון,בזמן,992
2019,4,חולון וולפסון,הקדמה ביציאה,8
2019,4,חוף הכרמל,איחור,286
2019,4,חוף הכרמל,בזמן,2169
2019,4,חוף הכרמל,הקדמה ביציאה,8
2019,4,חוצות מפרץ,איחור,170
2019,4,חוצות מפרץ,בזמן,1617
2019,4,חוצות מפרץ,הקדמה ביציאה,17
2019,4,חיפה מרכז,איחור,362
2019,4,חיפה מרכז,בזמן,1942
2019,4,חיפה מרכז,הקדמה ביציאה,10
2019,4,יבנה מזרח,איחור,83
2019,4,יבנה מזרח,בזמן,318
2019,4,יבנה מזרח,הקדמה ביציאה,94
2019,4,יבנה מערב,איחור,275
2019,4,יבנה מערב,בזמן,650
2019,4,יבנה מערב,הקדמה ביציאה,1
2019,4,ירושלים/יצחק נבון,איחור,25
2019,4,ירושלים/יצחק נבון,בזמן,1029
2019,4,כפר ברוך,איחור,53
2019,4,כפר ברוך,בזמן,373
2019,4,כפר ברוך,הקדמה ביציאה,1
2019,4,כפר חבד,איחור,122
2019,4,כפר חבד,בזמן,361
2019,4,כפר יהושע,איחור,93
2019,4,כפר יהושע,בזמן,288
2019,4,כפר יהושע,הקדמה ביציאה,11
2019,4,כפר סבא,איחור,237
2019,4,כפר סבא,בזמן,1189
2019,4,כפר סבא,הקדמה ביציאה,15
2019,4,כרמיאל,איחור,57
2019,4,כרמיאל,בזמן,910
2019,4,להבים רהט,איחור,73
2019,4,להבים רהט,בזמן,625
